p,r,mipo
4783,1,0:107 19:1 20:1 
4787,1,0:260 19:1 20:1 
4789,1,0:66 19:1 20:1 
4793,1,0:93 19:1 20:1 
4799,1,0:33 19:1 20:1 
4801,1,0:53 19:1 20:1 
4813,1,0:45 19:1 20:1 
4817,1,0:90 19:1 20:1 
4831,1,0:164 19:1 20:1 
4861,1,0:120 19:1 20:1 
4871,1,0:223 19:1 20:1 
4877,1,0:2 19:1 20:1 
4889,1,0:123 19:1 20:1 
4903,1,0:104 19:1 20:1 
4909,1,0:146 19:1 20:1 
4919,1,0:65 19:1 20:1 
4931,1,0:72 19:1 20:1 
4933,1,0:2 19:1 20:1 
4937,1,0:53 19:1 20:1 
4943,1,0:205 19:1 20:1 
4951,1,0:6 19:1 20:1 
4957,1,0:14 19:1 20:1 
4967,1,0:87 19:1 20:1 
4969,1,0:247 19:1 20:1 
4973,1,0:295 19:1 20:1 
4987,1,0:200 19:1 20:1 
4993,1,0:57 19:1 20:1 
4999,1,0:82 19:1 20:1 
5003,1,0:54 19:1 20:1 
5009,1,0:135 19:1 20:1 
5011,1,0:89 19:1 20:1 
5021,1,0:71 19:1 20:1 
5023,1,0:28 19:1 20:1 
5039,1,0:69 19:1 20:1 
5051,1,0:18 19:1 20:1 
5059,1,0:70 19:1 20:1 
5077,1,0:122 19:1 20:1 
5081,1,0:237 19:1 20:1 
5087,1,0:143 19:1 20:1 
5099,1,0:504 19:1 20:1 
5101,1,0:11 19:1 20:1 
5107,1,0:18 19:1 20:1 
5113,1,0:69 19:1 20:1 
5119,1,0:37 19:1 20:1 
5147,1,0:125 19:1 20:1 
5153,1,0:52 19:1 20:1 
5167,1,0:87 19:1 20:1 
5171,1,0:6 19:1 20:1 
5179,1,0:79 19:1 20:1 
5189,1,0:15 19:1 20:1 
5197,1,0:53 19:1 20:1 
5209,1,0:133 19:1 20:1 
5227,1,0:48 19:1 20:1 
5231,1,0:301 19:1 20:1 
5233,1,0:140 19:1 20:1 
5237,1,0:69 19:1 20:1 
5261,1,0:12 19:1 20:1 
5273,1,0:26 19:1 20:1 
5279,1,0:21 19:1 20:1 
5281,1,0:19 19:1 20:1 
5297,1,0:175 19:1 20:1 
5303,1,0:79 19:1 20:1 
5309,1,0:18 19:1 20:1 
5323,1,0:58 19:1 20:1 
5333,1,0:8 19:1 20:1 
5347,1,0:165 19:1 20:1 
5351,1,0:93 19:1 20:1 
5381,1,0:51 19:1 20:1 
5387,1,0:20 19:1 20:1 
5393,1,0:102 19:1 20:1 
5399,1,0:89 19:1 20:1 
5407,1,0:205 19:1 20:1 
5413,1,0:138 19:1 20:1 
5417,1,0:40 19:1 20:1 
5419,1,0:182 19:1 20:1 
5431,1,0:156 19:1 20:1 
5437,1,0:31 19:1 20:1 
5441,1,0:158 19:1 20:1 
5443,1,0:162 19:1 20:1 
5449,1,0:63 19:1 20:1 
5471,1,0:85 19:1 20:1 
5477,1,0:111 19:1 20:1 
5479,1,0:403 19:1 20:1 
5483,1,0:8 19:1 20:1 
5501,1,0:157 19:1 20:1 
5503,1,0:28 19:1 20:1 
5507,1,0:59 19:1 20:1 
5519,1,0:214 19:1 20:1 
5521,1,0:22 19:1 20:1 
5527,1,0:94 19:1 20:1 
5531,1,0:194 19:1 20:1 
5557,1,0:6 19:1 20:1 
5563,1,0:3 19:1 20:1 
5569,1,0:86 19:1 20:1 
5573,1,0:38 19:1 20:1 
5581,1,0:51 19:1 20:1 
5591,1,0:166 19:1 20:1 
5623,1,0:26 19:1 20:1 
5639,1,0:56 19:1 20:1 
5641,1,0:111 19:1 20:1 
5647,1,0:37 19:1 20:1 
5651,1,0:6 19:1 20:1 
5653,1,0:5 19:1 20:1 
5657,1,0:110 19:1 20:1 
5659,1,0:26 19:1 20:1 
5669,1,0:199 19:1 20:1 
5683,1,0:97 19:1 20:1 
5689,1,0:17 19:1 20:1 
5693,1,0:14 19:1 20:1 
5701,1,0:21 19:1 20:1 
5711,1,0:116 19:1 20:1 
5717,1,0:3 19:1 20:1 
5737,1,0:11 19:1 20:1 
5741,1,0:328 19:1 20:1 
5743,1,0:65 19:1 20:1 
5749,1,0:38 19:1 20:1 
5779,1,0:149 19:1 20:1 
5783,1,0:206 19:1 20:1 
5791,1,0:112 19:1 20:1 
5801,1,0:15 19:1 20:1 
5807,1,0:7 19:1 20:1 
5813,1,0:22 19:1 20:1 
5821,1,0:109 19:1 20:1 
5827,1,0:189 19:1 20:1 
5839,1,0:69 19:1 20:1 
5843,1,0:24 19:1 20:1 
5849,1,0:97 19:1 20:1 
5851,1,0:60 19:1 20:1 
5857,1,0:46 19:1 20:1 
5861,1,0:72 19:1 20:1 
5867,1,0:288 19:1 20:1 
5869,1,0:35 19:1 20:1 
5879,1,0:145 19:1 20:1 
5881,1,0:176 19:1 20:1 
5897,1,0:133 19:1 20:1 
5903,1,0:53 19:1 20:1 
5923,1,0:5 19:1 20:1 
5927,1,0:102 19:1 20:1 
5939,1,0:8 19:1 20:1 
5953,1,0:17 19:1 20:1 
5981,1,0:85 19:1 20:1 
5987,1,0:135 19:1 20:1 
6007,1,0:24 19:1 20:1 
6011,1,0:29 19:1 20:1 
6029,1,0:230 19:1 20:1 
6037,1,0:31 19:1 20:1 
6043,1,0:80 19:1 20:1 
6047,1,0:19 19:1 20:1 
6053,1,0:51 19:1 20:1 
6067,1,0:238 19:1 20:1 
6073,1,0:70 19:1 20:1 
6079,1,0:191 19:1 20:1 
6089,1,0:157 19:1 20:1 
6091,1,0:98 19:1 20:1 
6101,1,0:71 19:1 20:1 
6113,1,0:43 19:1 20:1 
6121,1,0:308 19:1 20:1 
6131,1,0:6 19:1 20:1 
6133,1,0:493 19:1 20:1 
6143,1,0:244 19:1 20:1 
6151,1,0:61 19:1 20:1 
6163,1,0:31 19:1 20:1 
6173,1,0:2 19:1 20:1 
6197,1,0:206 19:1 20:1 
6199,1,0:33 19:1 20:1 
6203,1,0:19 19:1 20:1 
6211,1,0:86 19:1 20:1 
6217,1,0:136 19:1 20:1 
6221,1,0:60 19:1 20:1 
6229,1,0:54 19:1 20:1 
6247,1,0:73 19:1 20:1 
6257,1,0:33 19:1 20:1 
6263,1,0:204 19:1 20:1 
6269,1,0:291 19:1 20:1 
6271,1,0:51 19:1 20:1 
6277,1,0:59 19:1 20:1 
6287,1,0:31 19:1 20:1 
6299,1,0:117 19:1 20:1 
6301,1,0:40 19:1 20:1 
6311,1,0:59 19:1 20:1 
6317,1,0:43 19:1 20:1 
6323,1,0:84 19:1 20:1 
6329,1,0:238 19:1 20:1 
6337,1,0:45 19:1 20:1 
6343,1,0:248 19:1 20:1 
6353,1,0:10 19:1 20:1 
6359,1,0:78 19:1 20:1 
6361,1,0:29 19:1 20:1 
6367,1,0:122 19:1 20:1 
6373,1,0:54 19:1 20:1 
6379,1,0:34 19:1 20:1 
6389,1,0:18 19:1 20:1 
6397,1,0:149 19:1 20:1 
6421,1,0:357 19:1 20:1 
6427,1,0:259 19:1 20:1 
6449,1,0:159 19:1 20:1 
6451,1,0:44 19:1 20:1 
6469,1,0:32 19:1 20:1 
6473,1,0:365 19:1 20:1 
6481,1,0:35 19:1 20:1 
6491,1,0:30 19:1 20:1 
6521,1,0:118 19:1 20:1 
6529,1,0:42 19:1 20:1 
6547,1,0:75 19:1 20:1 
6551,1,0:89 19:1 20:1 
6553,1,0:69 19:1 20:1 
6563,1,0:125 19:1 20:1 
6569,1,0:106 19:1 20:1 
6571,1,0:43 19:1 20:1 
6577,1,0:61 19:1 20:1 
6581,1,0:73 19:1 20:1 
6599,1,0:137 19:1 20:1 
6607,1,0:206 19:1 20:1 
6619,1,0:15 19:1 20:1 
6637,1,0:37 19:1 20:1 
6653,1,0:129 19:1 20:1 
6659,1,0:175 19:1 20:1 
6661,1,0:470 19:1 20:1 
6673,1,0:40 19:1 20:1 
6679,1,0:280 19:1 20:1 
6689,1,0:205 19:1 20:1 
6691,1,0:130 19:1 20:1 
6701,1,0:2 19:1 20:1 
6703,1,0:48 19:1 20:1 
6709,1,0:55 19:1 20:1 
6719,1,0:462 19:1 20:1 
6733,1,0:70 19:1 20:1 
6737,1,0:73 19:1 20:1 
6761,1,0:351 19:1 20:1 
6763,1,0:138 19:1 20:1 
6779,1,0:56 19:1 20:1 
6781,1,0:163 19:1 20:1 
6791,1,0:62 19:1 20:1 
6793,1,0:168 19:1 20:1 
6803,1,0:425 19:1 20:1 
6823,1,0:192 19:1 20:1 
6827,1,0:20 19:1 20:1 
6829,1,0:76 19:1 20:1 
6833,1,0:235 19:1 20:1 
6841,1,0:118 19:1 20:1 
6857,1,0:55 19:1 20:1 
6863,1,0:10 19:1 20:1 
6869,1,0:810 19:1 20:1 
6871,1,0:118 19:1 20:1 
6883,1,0:2 19:1 20:1 
6899,1,0:105 19:1 20:1 
6907,1,0:18 19:1 20:1 
6911,1,0:224 19:1 20:1 
6917,1,0:259 19:1 20:1 
6947,1,0:54 19:1 20:1 
6949,1,0:10 19:1 20:1 
6959,1,0:103 19:1 20:1 
6961,1,0:35 19:1 20:1 
6967,1,0:20 19:1 20:1 
6971,1,0:304 19:1 20:1 
6977,1,0:90 19:1 20:1 
6983,1,0:141 19:1 20:1 
6991,1,0:165 19:1 20:1 
6997,1,0:134 19:1 20:1 
7001,1,0:42 19:1 20:1 
7013,1,0:125 19:1 20:1 
7019,1,0:136 19:1 20:1 
7027,1,0:2 19:1 20:1 
7039,1,0:7 19:1 20:1 
7043,1,0:38 19:1 20:1 
7057,1,0:43 19:1 20:1 
7069,1,0:58 19:1 20:1 
7079,1,0:14 19:1 20:1 
7103,1,0:39 19:1 20:1 
7109,1,0:87 19:1 20:1 
7121,1,0:151 19:1 20:1 
7127,1,0:20 19:1 20:1 
7129,1,0:202 19:1 20:1 
7151,1,0:34 19:1 20:1 
7159,1,0:137 19:1 20:1 
7177,1,0:249 19:1 20:1 
7187,1,0:221 19:1 20:1 
7193,1,0:12 19:1 20:1 
7207,1,0:66 19:1 20:1 
7211,1,0:417 19:1 20:1 
7213,1,0:188 19:1 20:1 
7219,1,0:48 19:1 20:1 
7229,1,0:43 19:1 20:1 
7237,1,0:219 19:1 20:1 
7243,1,0:20 19:1 20:1 
7247,1,0:34 19:1 20:1 
7253,1,0:22 19:1 20:1 
7283,1,0:2 19:1 20:1 
7297,1,0:160 19:1 20:1 
7307,1,0:392 19:1 20:1 
7309,1,0:72 19:1 20:1 
7321,1,0:115 19:1 20:1 
7331,1,0:111 19:1 20:1 
7333,1,0:19 19:1 20:1 
7349,1,0:364 19:1 20:1 
7351,1,0:215 19:1 20:1 
7369,1,0:78 19:1 20:1 
7393,1,0:118 19:1 20:1 
7411,1,0:39 19:1 20:1 
7417,1,0:69 19:1 20:1 
7433,1,0:108 19:1 20:1 
7451,1,0:42 19:1 20:1 
7457,1,0:6 19:1 20:1 
7459,1,0:72 19:1 20:1 
7477,1,0:45 19:1 20:1 
7481,1,0:141 19:1 20:1 
7487,1,0:7 19:1 20:1 
7489,1,0:111 19:1 20:1 
7499,1,0:28 19:1 20:1 
7507,1,0:142 19:1 20:1 
7517,1,0:233 19:1 20:1 
7523,1,0:116 19:1 20:1 
7529,1,0:13 19:1 20:1 
7537,1,0:83 19:1 20:1 
7541,1,0:211 19:1 20:1 
7547,1,0:249 19:1 20:1 
7549,1,0:30 19:1 20:1 
7559,1,0:39 19:1 20:1 
7561,1,0:39 19:1 20:1 
7573,1,0:320 19:1 20:1 
7577,1,0:246 19:1 20:1 
7583,1,0:85 19:1 20:1 
7589,1,0:59 19:1 20:1 
7591,1,0:127 19:1 20:1 
7603,1,0:85 19:1 20:1 
7607,1,0:213 19:1 20:1 
7621,1,0:112 19:1 20:1 
7639,1,0:99 19:1 20:1 
7643,1,0:78 19:1 20:1 
7649,1,0:52 19:1 20:1 
7669,1,0:14 19:1 20:1 
7673,1,0:155 19:1 20:1 
7681,1,0:173 19:1 20:1 
7687,1,0:69 19:1 20:1 
7691,1,0:106 19:1 20:1 
7699,1,0:74 19:1 20:1 
7703,1,0:29 19:1 20:1 
7717,1,0:13 19:1 20:1 
7723,1,0:142 19:1 20:1 
7727,1,0:74 19:1 20:1 
7741,1,0:204 19:1 20:1 
7753,1,0:94 19:1 20:1 
7757,1,0:143 19:1 20:1 
7759,1,0:151 19:1 20:1 
7789,1,0:206 19:1 20:1 
7793,1,0:83 19:1 20:1 
7817,1,0:89 19:1 20:1 
7823,1,0:23 19:1 20:1 
7829,1,0:31 19:1 20:1 
7841,1,0:38 19:1 20:1 
7853,1,0:231 19:1 20:1 
7867,1,0:200 19:1 20:1 
7873,1,0:52 19:1 20:1 
7877,1,0:65 19:1 20:1 
7879,1,0:56 19:1 20:1 
7883,1,0:63 19:1 20:1 
7901,1,0:27 19:1 20:1 
7907,1,0:94 19:1 20:1 
7919,1,0:14 19:1 20:1 
7927,1,0:66 19:1 20:1 
7933,1,0:110 19:1 20:1 
7937,1,0:48 19:1 20:1 
7949,1,0:55 19:1 20:1 
7951,1,0:118 19:1 20:1 
7963,1,0:158 19:1 20:1 
7993,1,0:171 19:1 20:1 
8009,1,0:165 19:1 20:1 
8011,1,0:265 19:1 20:1 
8017,1,0:53 19:1 20:1 
8039,1,0:217 19:1 20:1 
8053,1,0:79 19:1 20:1 
8059,1,0:72 19:1 20:1 
8069,1,0:11 19:1 20:1 
8081,1,0:349 19:1 20:1 
8087,1,0:112 19:1 20:1 
8089,1,0:247 19:1 20:1 
8093,1,0:120 19:1 20:1 
8101,1,0:22 19:1 20:1 
8111,1,0:55 19:1 20:1 
8117,1,0:20 19:1 20:1 
8123,1,0:77 19:1 20:1 
8147,1,0:67 19:1 20:1 
8161,1,0:198 19:1 20:1 
8167,1,0:34 19:1 20:1 
8171,1,0:52 19:1 20:1 
8179,1,0:10 19:1 20:1 
8191,1,0:59 19:1 20:1 
8209,1,0:14 19:1 20:1 
8219,1,0:213 19:1 20:1 
8221,1,0:69 19:1 20:1 
8231,1,0:312 19:1 20:1 
8233,1,0:393 19:1 20:1 
8237,1,0:82 19:1 20:1 
8243,1,0:92 19:1 20:1 
8263,1,0:19 19:1 20:1 
8269,1,0:78 19:1 20:1 
8273,1,0:12 19:1 20:1 
8287,1,0:370 19:1 20:1 
8291,1,0:14 19:1 20:1 
8293,1,0:20 19:1 20:1 
8297,1,0:76 19:1 20:1 
8311,1,0:363 19:1 20:1 
8317,1,0:19 19:1 20:1 
8329,1,0:209 19:1 20:1 
8353,1,0:40 19:1 20:1 
8363,1,0:242 19:1 20:1 
8369,1,0:137 19:1 20:1 
8377,1,0:79 19:1 20:1 
8387,1,0:7 19:1 20:1 
8389,1,0:177 19:1 20:1 
8419,1,0:318 19:1 20:1 
8423,1,0:30 19:1 20:1 
8429,1,0:171 19:1 20:1 
8431,1,0:24 19:1 20:1 
8443,1,0:68 19:1 20:1 
8447,1,0:114 19:1 20:1 
8461,1,0:54 19:1 20:1 
8467,1,0:230 19:1 20:1 
8501,1,0:331 19:1 20:1 
8513,1,0:73 19:1 20:1 
8521,1,0:46 19:1 20:1 
8527,1,0:112 19:1 20:1 
8537,1,0:107 19:1 20:1 
8539,1,0:186 19:1 20:1 
8543,1,0:10 19:1 20:1 
8563,1,0:28 19:1 20:1 
8573,1,0:23 19:1 20:1 
8581,1,0:230 19:1 20:1 
8597,1,0:35 19:1 20:1 
8599,1,0:75 19:1 20:1 
8609,1,0:79 19:1 20:1 
8623,1,0:138 19:1 20:1 
8627,1,0:77 19:1 20:1 
8629,1,0:150 19:1 20:1 
8641,1,0:204 19:1 20:1 
8647,1,0:107 19:1 20:1 
8663,1,0:78 19:1 20:1 
8669,1,0:12 19:1 20:1 
8677,1,0:14 19:1 20:1 
8681,1,0:94 19:1 20:1 
8689,1,0:174 19:1 20:1 
8693,1,0:77 19:1 20:1 
8699,1,0:30 19:1 20:1 
8707,1,0:21 19:1 20:1 
8713,1,0:195 19:1 20:1 
8719,1,0:89 19:1 20:1 
8731,1,0:31 19:1 20:1 
8737,1,0:197 19:1 20:1 
8741,1,0:99 19:1 20:1 
8747,1,0:447 19:1 20:1 
8753,1,0:129 19:1 20:1 
8761,1,0:164 19:1 20:1 
8779,1,0:168 19:1 20:1 
8783,1,0:52 19:1 20:1 
8803,1,0:303 19:1 20:1 
8807,1,0:117 19:1 20:1 
8819,1,0:181 19:1 20:1 
8821,1,0:176 19:1 20:1 
8831,1,0:67 19:1 20:1 
8837,1,0:23 19:1 20:1 
8839,1,0:135 19:1 20:1 
8849,1,0:37 19:1 20:1 
8861,1,0:50 19:1 20:1 
8863,1,0:278 19:1 20:1 
8867,1,0:106 19:1 20:1 
8887,1,0:105 19:1 20:1 
8893,1,0:45 19:1 20:1 
8923,1,0:340 19:1 20:1 
8929,1,0:52 19:1 20:1 
8933,1,0:12 19:1 20:1 
8941,1,0:58 19:1 20:1 
8951,1,0:65 19:1 20:1 
8963,1,0:245 19:1 20:1 
8969,1,0:106 19:1 20:1 
8971,1,0:102 19:1 20:1 
8999,1,0:73 19:1 20:1 
9001,1,0:71 19:1 20:1 
9007,1,0:58 19:1 20:1 
9011,1,0:221 19:1 20:1 
9013,1,0:69 19:1 20:1 
9029,1,0:43 19:1 20:1 
9041,1,0:65 19:1 20:1 
9043,1,0:5 19:1 20:1 
9049,1,0:53 19:1 20:1 
9059,1,0:306 19:1 20:1 
9067,1,0:41 19:1 20:1 
9091,1,0:61 19:1 20:1 
9103,1,0:220 19:1 20:1 
9109,1,0:22 19:1 20:1 
9127,1,0:150 19:1 20:1 
9133,1,0:39 19:1 20:1 
9137,1,0:10 19:1 20:1 
9151,1,0:278 19:1 20:1 
9157,1,0:288 19:1 20:1 
9161,1,0:39 19:1 20:1 
9173,1,0:372 19:1 20:1 
9181,1,0:18 19:1 20:1 
9187,1,0:257 19:1 20:1 
9199,1,0:12 19:1 20:1 
9203,1,0:276 19:1 20:1 
9209,1,0:6 19:1 20:1 
9221,1,0:72 19:1 20:1 
9227,1,0:342 19:1 20:1 
9239,1,0:287 19:1 20:1 
9241,1,0:286 19:1 20:1 
9257,1,0:131 19:1 20:1 
9277,1,0:17 19:1 20:1 
9281,1,0:28 19:1 20:1 
9283,1,0:297 19:1 20:1 
9293,1,0:334 19:1 20:1 
9311,1,0:134 19:1 20:1 
9319,1,0:3 19:1 20:1 
9323,1,0:60 19:1 20:1 
9337,1,0:38 19:1 20:1 
9341,1,0:13 19:1 20:1 
9343,1,0:48 19:1 20:1 
9349,1,0:23 19:1 20:1 
9371,1,0:346 19:1 20:1 
9377,1,0:24 19:1 20:1 
9391,1,0:419 19:1 20:1 
9397,1,0:47 19:1 20:1 
9403,1,0:69 19:1 20:1 
9413,1,0:147 19:1 20:1 
9419,1,0:62 19:1 20:1 
9421,1,0:6 19:1 20:1 
9431,1,0:21 19:1 20:1 
9433,1,0:232 19:1 20:1 
9437,1,0:151 19:1 20:1 
9439,1,0:744 19:1 20:1 
9461,1,0:58 19:1 20:1 
9463,1,0:39 19:1 20:1 
9467,1,0:122 19:1 20:1 
9473,1,0:143 19:1 20:1 
9479,1,0:168 19:1 20:1 
9491,1,0:18 19:1 20:1 
9497,1,0:416 19:1 20:1 
9511,1,0:37 19:1 20:1 
9521,1,0:73 19:1 20:1 
9533,1,0:32 19:1 20:1 
9539,1,0:78 19:1 20:1 
9547,1,0:20 19:1 20:1 
9551,1,0:17 19:1 20:1 
9587,1,0:24 19:1 20:1 
9601,1,0:37 19:1 20:1 
9613,1,0:101 19:1 20:1 
9619,1,0:281 19:1 20:1 
9623,1,0:46 19:1 20:1 
9629,1,0:177 19:1 20:1 
9631,1,0:96 19:1 20:1 
9643,1,0:39 19:1 20:1 
9649,1,0:14 19:1 20:1 
9661,1,0:288 19:1 20:1 
9677,1,0:99 19:1 20:1 
9679,1,0:12 19:1 20:1 
9689,1,0:60 19:1 20:1 
9697,1,0:577 19:1 20:1 
9719,1,0:69 19:1 20:1 
9721,1,0:35 19:1 20:1 
9733,1,0:294 19:1 20:1 
9739,1,0:61 19:1 20:1 
9743,1,0:230 19:1 20:1 
9749,1,0:67 19:1 20:1 
9767,1,0:10 19:1 20:1 
9769,1,0:34 19:1 20:1 
9781,1,0:18 19:1 20:1 
9787,1,0:20 19:1 20:1 
9791,1,0:113 19:1 20:1 
9803,1,0:148 19:1 20:1 
9811,1,0:114 19:1 20:1 
9817,1,0:80 19:1 20:1 
9829,1,0:62 19:1 20:1 
9833,1,0:89 19:1 20:1 
9839,1,0:198 19:1 20:1 
9851,1,0:40 19:1 20:1 
9857,1,0:264 19:1 20:1 
9859,1,0:87 19:1 20:1 
9871,1,0:372 19:1 20:1 
9883,1,0:38 19:1 20:1 
9887,1,0:94 19:1 20:1 
9901,1,0:40 19:1 20:1 
9907,1,0:77 19:1 20:1 
9923,1,0:17 19:1 20:1 
9929,1,0:12 19:1 20:1 
9931,1,0:40 19:1 20:1 
9941,1,0:103 19:1 20:1 
9949,1,0:18 19:1 20:1 
9967,1,0:40 19:1 20:1 
9973,1,0:11 19:1 20:1 
10007,1,0:67 19:1 20:1 
10009,1,0:71 19:1 20:1 
10037,1,0:7 19:1 20:1 
10039,1,0:77 19:1 20:1 
10061,1,0:67 19:1 20:1 
10067,1,0:171 19:1 20:1 
10069,1,0:161 19:1 20:1 
10079,1,0:241 19:1 20:1 
10091,1,0:200 19:1 20:1 
10093,1,0:58 19:1 20:1 
10099,1,0:106 19:1 20:1 
10103,1,0:53 19:1 20:1 
10111,1,0:84 19:1 20:1 
10133,1,0:3 19:1 20:1 
10139,1,0:17 19:1 20:1 
10141,1,0:54 19:1 20:1 
10151,1,0:248 19:1 20:1 
10159,1,0:147 19:1 20:1 
10163,1,0:80 19:1 20:1 
10169,1,0:167 19:1 20:1 
10177,1,0:234 19:1 20:1 
10181,1,0:157 19:1 20:1 
10193,1,0:201 19:1 20:1 
10211,1,0:30 19:1 20:1 
10223,1,0:119 19:1 20:1 
10243,1,0:65 19:1 20:1 
10247,1,0:166 19:1 20:1 
10253,1,0:20 19:1 20:1 
10259,1,0:88 19:1 20:1 
10267,1,0:62 19:1 20:1 
10271,1,0:155 19:1 20:1 
10273,1,0:173 19:1 20:1 
10289,1,0:154 19:1 20:1 
10301,1,0:37 19:1 20:1 
10303,1,0:310 19:1 20:1 
10313,1,0:84 19:1 20:1 
10321,1,0:29 19:1 20:1 
10331,1,0:190 19:1 20:1 
10333,1,0:166 19:1 20:1 
10337,1,0:88 19:1 20:1 
10343,1,0:11 19:1 20:1 
10357,1,0:230 19:1 20:1 
10369,1,0:198 19:1 20:1 
10391,1,0:214 19:1 20:1 
10399,1,0:164 19:1 20:1 
10427,1,0:186 19:1 20:1 
10429,1,0:88 19:1 20:1 
10433,1,0:12 19:1 20:1 
10453,1,0:54 19:1 20:1 
10457,1,0:273 19:1 20:1 
10459,1,0:381 19:1 20:1 
10463,1,0:90 19:1 20:1 
10477,1,0:37 19:1 20:1 
10487,1,0:30 19:1 20:1 
10499,1,0:51 19:1 20:1 
10501,1,0:33 19:1 20:1 
10513,1,0:7 19:1 20:1 
10529,1,0:122 19:1 20:1 
10531,1,0:51 19:1 20:1 
10559,1,0:46 19:1 20:1 
10567,1,0:261 19:1 20:1 
10589,1,0:41 19:1 20:1 
10597,1,0:183 19:1 20:1 
10601,1,0:13 19:1 20:1 
10607,1,0:223 19:1 20:1 
10613,1,0:161 19:1 20:1 
10627,1,0:154 19:1 20:1 
10631,1,0:149 19:1 20:1 
10639,1,0:311 19:1 20:1 
10651,1,0:28 19:1 20:1 
10657,1,0:133 19:1 20:1 
10663,1,0:5 19:1 20:1 
10667,1,0:2 19:1 20:1 
10687,1,0:54 19:1 20:1 
10691,1,0:39 19:1 20:1 
10709,1,0:89 19:1 20:1 
10711,1,0:191 19:1 20:1 
10723,1,0:47 19:1 20:1 
10729,1,0:203 19:1 20:1 
10733,1,0:78 19:1 20:1 
10739,1,0:17 19:1 20:1 
10753,1,0:416 19:1 20:1 
10771,1,0:17 19:1 20:1 
10781,1,0:39 19:1 20:1 
10789,1,0:314 19:1 20:1 
10799,1,0:431 19:1 20:1 
10831,1,0:457 19:1 20:1 
10837,1,0:248 19:1 20:1 
10847,1,0:109 19:1 20:1 
10853,1,0:176 19:1 20:1 
10859,1,0:492 19:1 20:1 
10861,1,0:50 19:1 20:1 
10867,1,0:336 19:1 20:1 
10883,1,0:167 19:1 20:1 
10889,1,0:19 19:1 20:1 
10891,1,0:23 19:1 20:1 
10903,1,0:147 19:1 20:1 
10909,1,0:115 19:1 20:1 
10937,1,0:37 19:1 20:1 
10939,1,0:495 19:1 20:1 
10949,1,0:46 19:1 20:1 
10957,1,0:5 19:1 20:1 
10973,1,0:75 19:1 20:1 
10979,1,0:141 19:1 20:1 
10987,1,0:112 19:1 20:1 
10993,1,0:402 19:1 20:1 
11003,1,0:92 19:1 20:1 
11027,1,0:60 19:1 20:1 
11047,1,0:131 19:1 20:1 
11057,1,0:3 19:1 20:1 
11059,1,0:66 19:1 20:1 
11069,1,0:56 19:1 20:1 
11071,1,0:187 19:1 20:1 
11083,1,0:50 19:1 20:1 
11087,1,0:148 19:1 20:1 
11093,1,0:8 19:1 20:1 
11113,1,0:73 19:1 20:1 
11117,1,0:106 19:1 20:1 
11119,1,0:239 19:1 20:1 
11131,1,0:37 19:1 20:1 
11149,1,0:322 19:1 20:1 
11159,1,0:176 19:1 20:1 
11161,1,0:191 19:1 20:1 
11171,1,0:61 19:1 20:1 
11173,1,0:138 19:1 20:1 
11177,1,0:20 19:1 20:1 
11197,1,0:290 19:1 20:1 
11213,1,0:42 19:1 20:1 
11239,1,0:15 19:1 20:1 
11243,1,0:540 19:1 20:1 
11251,1,0:315 19:1 20:1 
11257,1,0:167 19:1 20:1 
11261,1,0:27 19:1 20:1 
11273,1,0:444 19:1 20:1 
11279,1,0:110 19:1 20:1 
11287,1,0:245 19:1 20:1 
11299,1,0:42 19:1 20:1 
11311,1,0:55 19:1 20:1 
11317,1,0:58 19:1 20:1 
11321,1,0:115 19:1 20:1 
11329,1,0:41 19:1 20:1 
11351,1,0:277 19:1 20:1 
11353,1,0:65 19:1 20:1 
11369,1,0:30 19:1 20:1 
11383,1,0:230 19:1 20:1 
11393,1,0:17 19:1 20:1 
11399,1,0:89 19:1 20:1 
11411,1,0:105 19:1 20:1 
11423,1,0:178 19:1 20:1 
11437,1,0:80 19:1 20:1 
11443,1,0:180 19:1 20:1 
11447,1,0:10 19:1 20:1 
11467,1,0:65 19:1 20:1 
11471,1,0:134 19:1 20:1 
11483,1,0:145 19:1 20:1 
11489,1,0:30 19:1 20:1 
11491,1,0:46 19:1 20:1 
11497,1,0:31 19:1 20:1 
11503,1,0:7 19:1 20:1 
11519,1,0:173 19:1 20:1 
11527,1,0:118 19:1 20:1 
11549,1,0:57 19:1 20:1 
11551,1,0:209 19:1 20:1 
11579,1,0:200 19:1 20:1 
11587,1,0:104 19:1 20:1 
11593,1,0:240 19:1 20:1 
11597,1,0:105 19:1 20:1 
11617,1,0:117 19:1 20:1 
11621,1,0:69 19:1 20:1 
11633,1,0:87 19:1 20:1 
11657,1,0:221 19:1 20:1 
11677,1,0:85 19:1 20:1 
11681,1,0:7 19:1 20:1 
11689,1,0:89 19:1 20:1 
11699,1,0:84 19:1 20:1 
11701,1,0:126 19:1 20:1 
11717,1,0:72 19:1 20:1 
11719,1,0:26 19:1 20:1 
11731,1,0:34 19:1 20:1 
11743,1,0:116 19:1 20:1 
11777,1,0:69 19:1 20:1 
11779,1,0:87 19:1 20:1 
11783,1,0:101 19:1 20:1 
11789,1,0:101 19:1 20:1 
11801,1,0:24 19:1 20:1 
11807,1,0:86 19:1 20:1 
11813,1,0:8 19:1 20:1 
11821,1,0:78 19:1 20:1 
11827,1,0:198 19:1 20:1 
